Time,Title,Types,Number of reads,Comments,Author
08-08 09:42,平安银行股份有限公司2019年半年度报告摘要,资讯,2219,0,平安银行资讯
08-08 09:19,平安银行：业绩继续向好 零售基础夯实,资讯,1957,1,平安银行资讯
08-08 09:09,平安银行(000001)融资融券信息(08-07),资讯,1068,0,平安银行资讯
08-08 09:03,平安银行：融资净买入1623.71万元，融资余,资讯,867,0,财经评论
08-08 09:03,息差表现亮眼，零售贡献度持续提升,研报,9605,1,平安银行资讯
08-08 08:29,平安银行 上半年净利154.03亿元,资讯,2703,0,平安银行资讯
08-08 06:59,平安银行交出三年来最好半年报！零售客户数,资讯,7906,2,平安银行资讯
08-08 04:33,平安银行零售转型斩获颇丰 客户数突破9000,资讯,2113,1,平安银行资讯
08-08 03:16,平安银行上半年净利同比增长15.2%,资讯,2013,3,平安银行资讯
08-07 22:02,平安银行零售转型第一阶段成绩单：零售户数突破9000万,资讯,4927,7,平安银行资讯
08-07 20:24,平安银行2019年中期营收净利均两位数增长 业务转型第,资讯,3465,3,平安银行资讯
08-07 20:17,平安银行中期净利154.03亿元 同比增长15.2%,资讯,2762,4,平安银行资讯
08-07 20:06,平安银行上半年净利154亿增长超15%，不良率1.68%,资讯,4033,7,平安银行资讯
08-07 19:04,平安银行半年净利润达154亿元 同比增长15.2%,资讯,4399,8,平安银行资讯
08-07 18:17,平安银行上半年净利增长15%,资讯,3207,4,平安银行资讯
08-07 18:12,【调研快报】平安银行接待华泰证券调研,资讯,244,0,财经评论
08-07 18:12,【调研快报】平安银行接待威灵顿调研,资讯,238,0,财经评论
08-07 18:12,【调研快报】平安银行接待中金公司调研,资讯,245,0,财经评论
08-07 18:12,【调研快报】平安银行接待摩根士丹利调研,资讯,255,0,财经评论
08-07 18:09,沪深两市08月07日34只个股发生47笔大宗交易 共成交9.8,资讯,1583,0,平安银行资讯
08-07 18:03,平安银行：上半年净利润154.03亿元 同比增长15.2%,资讯,3693,4,平安银行资讯
08-07 17:53,平安银行:000001平安银行调研活动信息20190806(2),公告,3383,0,平安银行资讯
08-07 17:53,平安银行:000001平安银行调研活动信息20190806(4),公告,2743,0,平安银行资讯
08-07 17:53,平安银行:000001平安银行调研活动信息20190806(3),公告,2769,0,平安银行资讯
08-07 17:51,平安银行:000001平安银行调研活动信息20190806(1),公告,3073,0,平安银行资讯
08-07 17:49,【图解中报】平安银行2019年上半年净利润154亿元 同比,资讯,1176,0,平安银行资讯
08-07 17:35,平安银行:独立董事相关独立意见,公告,2276,0,平安银行资讯
08-07 17:29,平安银行:监事会决议公告,公告,2937,0,平安银行资讯
08-07 17:29,平安银行:2019年上半年投资者保护工作情况报告,公告,3109,1,平安银行资讯
08-07 17:29,平安银行:董事会决议公告,公告,3979,0,平安银行资讯
08-07 17:28,平安银行:2019年半年度报告,公告,8241,0,平安银行资讯
08-07 17:28,平安银行:2019年半年度报告摘要,公告,5971,0,平安银行资讯
08-07 17:28,平安银行：上半年净利154亿元 同比增15.2%,资讯,22808,36,平安银行资讯
08-07 09:15,平安银行(000001)融资融券信息(08-06),资讯,1279,1,平安银行资讯
08-07 09:08,平安银行：融资净偿还4015.33万元，融资余额35.74亿元,资讯,814,0,财经评论
08-06 17:29,沪深两市08月06日22只个股发生27笔大宗交易 共成交5.1,资讯,1925,0,平安银行资讯
08-06 08:56,平安银行：融资净买入7301.5万元，两市排名第13（08-0,资讯,946,0,财经评论
08-06 08:47,平安银行(000001)融资融券信息(08-05),资讯,1534,1,平安银行资讯
08-06 08:12,问董秘,"<a href=""http://guba.eastmoney.com/qa/qa_list.aspx"" style=""color:white;"" target=""_blank"">问董秘</a>",156,0,平安银行股友
08-05 18:28,沪深两市08月05日16只个股发生25笔大宗交易 共成交5.9,资讯,2247,1,平安银行资讯
08-05 09:10,平安银行(000001)融资融券信息(08-02),资讯,1768,3,平安银行资讯
08-05 09:03,平安银行：融资净买入1.24亿元，两市排名第五（08-02,资讯,1024,0,财经评论
08-04 08:10,聚合IT燃动力 平安银行金融科技进入战略产出期,资讯,5046,5,财经评论
08-02 18:30,沪深两市08月02日21只个股发生24笔大宗交易 共成交3.9,资讯,2046,0,平安银行资讯
08-02 17:19,龙虎榜：游资7900万抢筹 这家公司14个月后再创新高,资讯,30222,6,财经评论
08-02 09:08,平安银行：连续4日融资净买入累计6504.35万元（08-01,资讯,801,0,财经评论
08-02 08:58,平安银行(000001)融资融券信息(08-01),资讯,1219,0,平安银行资讯
08-02 05:31,平安银行首席资金执行官王伟：整合集团资源 全链条参,资讯,4641,1,平安银行资讯
08-01 13:00,银行业首张汽车金融牌照挂牌：平安银行汽车消费金融中,资讯,1497,1,财经评论
08-01 08:53,平安银行：连续3日融资净买入累计2956.68万元（07-31,资讯,954,0,财经评论
08-01 08:39,平安银行(000001)融资融券信息(07-31),资讯,1304,0,平安银行资讯
08-01 07:46,华夏基金管理有限公司关于旗下部分开放式基金新增江苏,公告,21460,0,基金资讯
07-31 08:48,平安银行：融资净买入739.98万元，融资余额33.62亿元,资讯,1042,0,财经评论
07-31 08:37,平安银行(000001)融资融券信息(07-30),资讯,1420,0,平安银行资讯
07-30 10:37,平安银行(000001)融资融券信息(07-29),资讯,1418,0,平安银行资讯
07-30 09:07,平安银行：融资净买入188.96万元，融资余额33.54亿元,资讯,1149,0,财经评论
07-29 20:06,平安银行拿下银行业首张汽车金融牌照,资讯,4084,4,平安银行资讯
07-29 11:14,公司深度报告：平安，不平凡,研报,14042,3,平安银行资讯
07-29 09:03,平安银行：融资净偿还2421.74万元，融资余额33.53亿元,资讯,1061,0,财经评论
07-29 08:42,平安银行(000001)融资融券信息(07-26),资讯,1528,0,平安银行资讯
07-28 23:27,平安银行2019年中报即将发布 蓄力换档 未来可期,资讯,5234,5,平安银行资讯
07-27 17:10,激战万亿市场 平安银行拿下银行业首张汽车金融牌照,资讯,5366,7,平安银行资讯
07-27 00:15,平安银行张小璐：“金融科技＋产业链” 促进产业金融,资讯,3541,1,平安银行资讯
07-26 08:51,平安银行：融资净偿还5320.35万元，两市排名第17（07-,资讯,1257,0,财经评论
07-26 08:37,平安银行(000001)融资融券信息(07-25),资讯,1534,0,平安银行资讯
07-25 08:40,平安银行(000001)融资融券信息(07-24),资讯,2014,3,平安银行资讯
07-24 09:05,平安银行：融资净买入1078.09万元，融资余额33.69亿元,资讯,1099,0,财经评论
07-24 08:41,平安银行(000001)融资融券信息(07-23),资讯,1397,0,平安银行资讯
07-23 09:10,平安银行股份有限公司董事会决议公告,资讯,3043,0,平安银行资讯
07-23 08:48,平安银行股份有限公司关联交易公告,资讯,2239,0,平安银行资讯
07-23 08:36,平安银行(000001)融资融券信息(07-22),资讯,1317,0,平安银行资讯
07-22 17:18,平安银行：同意给予中电惠融105亿元综合授信额度,资讯,2170,0,平安银行资讯
07-22 17:07,平安银行:董事会决议公告,公告,5964,0,平安银行资讯
07-22 17:07,平安银行:独立董事相关独立意见,公告,2154,0,平安银行资讯
07-22 17:06,平安银行:关联交易公告,公告,4029,0,平安银行资讯
07-22 17:06,平安银行:中信证券股份有限公司、平安证券股份有限公,公告,3218,0,平安银行资讯
07-22 08:42,平安银行(000001)融资融券信息(07-19),资讯,1446,0,平安银行资讯
07-21 16:07,平安银行:关于平银转债开始转股的提示性公告,公告,17622,14,平安银行资讯
07-19 09:07,平安银行：连续3日融资净偿还累计8319.28万元（07-18,资讯,1182,0,财经评论
07-19 08:42,平安银行(000001)融资融券信息(07-18),资讯,1636,1,平安银行资讯
07-18 09:08,平安银行：融资净偿还606.75万元，融资余额34.92亿元,资讯,897,0,财经评论
07-18 08:43,平安银行(000001)融资融券信息(07-17),资讯,1537,1,平安银行资讯
07-17 08:40,平安银行(000001)融资融券信息(07-16),资讯,1676,1,平安银行资讯
07-16 08:37,平安银行(000001)融资融券信息(07-15),资讯,1660,0,平安银行资讯
07-15 08:39,平安银行(000001)融资融券信息(07-12),资讯,1843,1,平安银行资讯
07-12 14:21,平安银行7月12日盘中涨幅达5%,资讯,1250,0,平安银行资讯
07-12 12:00,银行板块暴力拉升 平安银行领衔多只个股跟涨,资讯,8261,1,财经评论
07-12 08:44,平安银行(000001)融资融券信息(07-11),资讯,2372,2,平安银行资讯
07-12 06:13,华夏基金管理有限公司关于旗下部分开放式基金新增联储,公告,26527,0,基金资讯
07-11 09:07,平安银行：融资净买入1583.86万元，融资余额32.21亿元,资讯,898,0,财经评论
07-11 08:40,平安银行(000001)融资融券信息(07-10),资讯,1626,2,平安银行资讯
07-10 08:57,平安银行：融资净偿还2803.31万元，融资余额32.06亿元,资讯,995,0,财经评论
07-10 08:39,平安银行(000001)融资融券信息(07-09),资讯,1681,1,平安银行资讯
07-09 16:04,融入消费新场景 平安银行达成Costco内地独家联名卡合,资讯,2927,0,平安银行资讯
07-09 09:07,平安银行：融资净偿还2233.72万元，融资余额32.34亿元,资讯,841,0,财经评论
07-09 08:41,平安银行(000001)融资融券信息(07-08),资讯,1654,1,平安银行资讯
07-09 05:37,债券回购惊现乌龙指 平安银行和招行遭通报批评,资讯,3236,2,平安银行资讯
07-09 04:59,平安招行陷“乌龙指” 两方已暂停相关交易员权限资格,资讯,4644,5,平安银行资讯
07-08 08:55,平安银行：融资净买入6492万元，两市排名第七（07-05,资讯,945,0,财经评论
07-08 08:41,平安银行(000001)融资融券信息(07-05),资讯,1318,0,平安银行资讯
07-05 17:49,问董秘,"<a href=""http://guba.eastmoney.com/qa/qa_list.aspx"" style=""color:white;"" target=""_blank"">问董秘</a>",277,0,平安银行股友
07-05 08:55,平安银行：融资净买入1834.52万元，融资余额31.91亿元,资讯,880,0,财经评论
07-05 08:41,平安银行(000001)融资融券信息(07-04),资讯,1596,1,平安银行资讯
07-04 08:54,平安银行：融资净偿还4631.44万元，两市排名第八（07-,资讯,1064,0,财经评论
07-04 08:40,平安银行(000001)融资融券信息(07-03),资讯,1814,3,平安银行资讯
07-03 15:29,平安银行：基本面迎拐点 首次覆盖给予买入评级,资讯,6943,9,平安银行资讯
07-03 11:21,平安银行(000001)融资融券信息(07-02),资讯,919,0,财经评论
07-03 09:01,平安银行：连续4日融资净偿还累计1.19亿元（07-02）,资讯,1061,0,财经评论
07-02 19:58,基本面迎拐点，依托集团转型可期,研报,24668,7,平安银行资讯
07-02 08:55,平安银行：连续3日融资净偿还累计1.06亿元（07-01）,资讯,1137,0,财经评论
07-02 08:40,平安银行(000001)融资融券信息(07-01),资讯,1998,1,平安银行资讯
07-01 09:01,平安银行：融资净偿还3102.81万元，融资余额32.59亿元,资讯,1035,0,财经评论
07-01 08:47,平安银行(000001)融资融券信息(06-28),资讯,2143,0,平安银行资讯
06-28 10:33,平安银行(000001)融资融券信息(06-27),资讯,1987,3,平安银行资讯
06-28 08:57,平安银行：融资净偿还4793.74万元，两市排名第九（06-,资讯,776,0,财经评论
06-28 00:00,Best proxy to capture the retail banking,研报,5110,0,平安银行资讯
06-27 08:57,平安银行：连续4日融资净买入累计1.42亿元（06-26）,资讯,800,0,财经评论
06-27 08:43,平安银行(000001)融资融券信息(06-26),资讯,1749,0,平安银行资讯
06-26 09:01,平安银行：融资净买入9077.84万元，两市排名第九（06-,资讯,861,0,财经评论
06-26 08:48,平安银行(000001)融资融券信息(06-25),资讯,2097,4,平安银行资讯
06-25 19:43,问董秘,"<a href=""http://guba.eastmoney.com/qa/qa_list.aspx"" style=""color:white;"" target=""_blank"">问董秘</a>",245,0,平安银行股友
06-25 14:14,问董秘,"<a href=""http://guba.eastmoney.com/qa/qa_list.aspx"" style=""color:white;"" target=""_blank"">问董秘</a>",211,0,平安银行股友
06-25 09:08,平安银行：融资净买入3676.35万元，融资余额32.44亿元,资讯,821,0,财经评论
06-25 08:53,平安银行(000001)融资融券信息(06-24),资讯,2177,2,平安银行资讯
06-24 09:16,平安银行：融资净买入1098.66万元，融资余额32.07亿元,资讯,1024,0,财经评论
06-24 08:50,平安银行(000001)融资融券信息(06-21),资讯,1986,0,平安银行资讯
06-21 09:01,平安银行：融资净偿还1852.52万元，融资余额31.96亿元,资讯,1163,0,财经评论
06-21 08:48,平安银行(000001)融资融券信息(06-20),资讯,2727,2,平安银行资讯
06-20 11:08,平安银行6月20日盘中涨幅达5%,资讯,909,0,平安银行资讯
06-20 09:04,平安银行：融资净偿还4008.72万元，融资余额32.15亿元,资讯,866,0,财经评论
06-20 08:47,平安银行(000001)融资融券信息(06-19),资讯,2915,10,平安银行资讯
06-20 06:21,平安银行股份有限公司2018年年度权益分派实施公告,资讯,5591,4,平安银行资讯
06-19 20:04,【图解分红送配】平安银行2018年度10派1.45元,资讯,4197,5,财经评论
06-19 17:44,平安银行(000001.SZ)年报推10派1.45元 股权登记日6月2,资讯,5830,5,平安银行资讯
06-19 17:30,平安银行:2018年年度权益分派实施公告,公告,22229,11,平安银行资讯
06-19 10:34,问董秘,"<a href=""http://guba.eastmoney.com/qa/qa_list.aspx"" style=""color:white;"" target=""_blank"">问董秘</a>",207,0,平安银行股友
06-19 08:57,平安银行：融资净买入2635.98万元，两市排名第16（06-,资讯,956,0,财经评论
06-19 08:45,平安银行(000001)融资融券信息(06-18),资讯,2908,2,平安银行资讯
06-18 09:10,平安银行：连续9日融资净偿还累计2.92亿元（06-17）,资讯,1170,0,财经评论
06-18 08:49,平安银行(000001)融资融券信息(06-17),资讯,3149,1,平安银行资讯
06-17 09:17,平安银行：连续8日融资净偿还累计2.79亿元（06-14）,资讯,1066,0,财经评论
06-17 09:02,平安银行(000001)融资融券信息(06-14),资讯,3286,2,平安银行资讯
06-14 08:56,平安银行：连续7日融资净偿还累计2.27亿元（06-13）,资讯,949,0,财经评论
06-14 08:47,平安银行(000001)融资融券信息(06-13),资讯,6124,1,平安银行资讯
06-13 08:58,平安银行：连续6日融资净偿还累计2.15亿元（06-12）,资讯,1033,0,财经评论
06-13 08:50,平安银行(000001)融资融券信息(06-12),资讯,7906,2,平安银行资讯
06-12 09:00,平安银行：融资净偿还8585.99万元，两市排名第九（06-,资讯,1649,0,财经评论
06-12 08:43,平安银行(000001)融资融券信息(06-11),资讯,9345,0,平安银行资讯
